Year,Quarter,GDP_Growth,Inflation,Industrial_Production,Job_Market,Recession_Indicator
2010,1,4.941476706378827,2.160048358797332,-4.857230183141676,27.16,0
2010,1,4.529110702676108,3.9209597484059233,-2.1760288989417296,47.775,0
2010,1,6.42577610323634,6.087181383004074,-4.922160297310328,61.596,0
2010,1,9.867291015008488,14.688949371067745,-4.559077836024679,4.299,0
2010,1,0.0314090604812211,4.278176169799981,1.4253183533936635,69.909,0
2010,1,9.273551805862972,4.460899980929845,-0.873300559964588,55.832,0
2010,1,4.356447904565099,1.9567711491542703,-3.531983682460036,37.814,0
2010,1,0.6009641037817015,10.631988973592309,2.265857658264533,28.345,0
2010,1,7.297119064974222,2.633696664519245,-2.5249387143019595,11.172,0
2010,1,6.966951114367486,9.726823712721522,-0.2845987341183473,77.225,0
2010,1,8.579550909150571,14.534517931234497,2.699334359486862,61.981,0
2010,1,3.1755457986950173,5.29036680254602,-0.6109125979376113,88.163,0
2010,1,0.4529464361307744,10.990502758062105,-2.2091486384871653,30.05,0
2010,1,1.6590102437078624,10.859837463535372,-0.3750978959440667,59.147,0
2010,1,0.2468415722458461,3.1806727407446163,0.5605242427996089,15.122,0
2010,1,4.800473773100856,11.343503847243198,-0.5452231691665421,61.973,0
2010,1,0.8103861046505678,13.57442820254871,-0.3816556543939162,28.602,0
2010,1,9.767943728275862,5.193990623021227,-2.725091091309376,51.75,0
2010,1,8.040956696335929,1.695794517517652,-4.783520974127521,81.311,0
2010,1,0.6669388140544885,1.0688749897234184,3.972433251916417,87.217,0
2010,1,0.6110466761963229,5.924177790321932,1.662701369208477,26.461,0
2010,1,4.149604360796805,6.684582012332428,-1.396788623084373,61.186,0
2010,1,6.784911686505812,11.560379561403508,4.127010103571104,71.56,0
2010,1,8.223391114568475,10.82700632324784,-2.5400739992874577,87.816,0
2010,1,7.816325580532472,12.263479943168957,4.899806149891807,11.198,0
2010,1,5.2188432815794314,10.154651284665428,3.80548342338957,32.858,0
2010,1,6.9933946625264305,13.999941286745209,-3.588339668029703,79.544,0
2010,1,3.8473257650744497,2.229498233668275,-1.0184505541522504,6.034,0
2010,1,5.940494655668111,7.385363917942345,2.957066850948376,6.239,0
2010,1,8.624965074015854,4.003489321481577,4.507127499973624,5.506,0
2010,1,1.674597445179885,8.735932626127546,3.111060402001595,9.092,0
2010,1,9.308240749901142,8.727978997570617,3.978833777644819,61.391,0
2010,1,2.344994776740937,10.112964342973946,1.1131738705308134,19.713,0
2010,1,6.865139430432525,12.23031935783342,-1.7864889981027874,62.169,0
2010,1,0.1827506972350623,13.856146968999727,3.887464047516419,45.987,0
2010,1,7.0093536501799925,2.76329848944539,-1.569845234994034,7.743,0
2010,1,5.020081977391822,6.543666725464759,4.709771915891469,78.486,0
2010,1,7.251111599333161,8.448837657385251,-2.5719850017372483,10.485,0
2010,1,3.8048188549303585,1.9277350266617463,-1.2115038807781096,44.041,0
2010,1,5.109707430450621,6.16213501514521,3.838293234754854,13.707,0
2010,1,8.365308907609034,4.0800386059648455,3.9203011540978103,68.667,0
2010,1,7.074262751619323,12.765056501958735,-4.058303017527628,62.682,0
2010,1,3.3726689605422635,4.237480899314468,2.9508746066025964,48.724,0
2010,1,3.779940386261531,6.23661470372361,2.6943666160109627,84.947,0
2010,1,1.7191255772710434,0.4325449038255802,-4.65249918265954,62.949,0
2010,1,6.891210904957582,3.063579308547966,0.7965796367631608,85.097,0
2010,1,0.7530143359846975,0.5047458509853991,-4.557892560642994,7.318,0
2010,1,0.5248171009972757,10.843960083579054,3.926007897275405,50.553,0
2010,1,7.3000172108086145,8.379335052992841,2.6612175134513025,75.752,0
2010,1,8.45012237155776,14.995614567327465,-4.628192650587351,6.042,0
2010,1,8.217524169853904,14.328641524310155,-4.121336690680573,77.46,0
2010,1,7.863316553950405,10.469576863854204,0.8937637264811729,52.554,0
2010,1,8.776921788278482,3.62940953511744,-1.067693020271224,52.294,0
2010,1,6.618107285744247,13.912755235617368,-2.3420057807132744,50.547,0
2010,1,4.461492564571695,7.672215701825749,-1.015923178359678,32.55,0
2010,1,5.82533777440736,6.4574037514726506,-0.4997148798131263,48.805,0
2010,1,7.537201765621297,9.09303380415498,-0.5308421214305667,29.571,0
2010,1,9.28014236729381,0.9474079224620896,-3.82528059727141,43.315,0
2010,1,5.208857827006792,12.69841754941928,-2.3127253053520915,63.438,0
2010,1,3.452645520570531,7.680271900132036,-4.694316326523701,49.162,0
2010,1,1.8163142187882184,10.310616265466964,2.3049814610091826,69.704,0
2010,1,2.9689567426804295,11.921966322311649,2.054341850945512,58.313,0
2010,1,6.656505006259597,3.6010447966076797,3.3853490765373664,43.645,0
2010,1,9.206281367107758,8.066587369134652,3.47216167760015,13.931,0
2010,1,8.887524837502724,8.323003754987356,-2.3523282625524566,3.858,0
2010,1,9.720793354745572,11.96276110043829,-4.670924770190283,26.233,0
2010,1,4.729905936981527,11.583887469797968,1.3272838600756645,54.902,0
2010,1,0.1351364230618257,7.402962453489313,-1.7205043167851386,79.095,0
